MYNamespaceID,MYObjectID,MZDateEdited,MYCollectionID,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],MYDatasetID[4],MYDatasetID[5],MYStatus,MYOriginalSpecimenID,MYVerificationStatus[0],MYDocumentLocation,MYPublication[0],MYPublication[1],MYSeparatedFrom,MYPreservation[0],MYPreservation[1],MYLanguage,MYDNASampleLocation,MYGathering[0][MYLeg][0],MYGathering[0][MYDateBegin],MYGathering[0][MYDateEnd],MYGathering[0][MYHabitatDescription],MYGathering[0][MYNotes],MYGathering[0][MYLatitude],MYGathering[0][MYLongitude],MYGathering[0][MYCoordinateSystem],MYGathering[0][MYCoordinateSource],MYGathering[0][MYAlt],MYGathering[0][MYCoordinateNotes],MYGathering[0][MYCountry],MYGathering[0][MYAdministrativeProvince],MYGathering[0][MYDateVerbatim],MYGathering[0][MYMunicipality],MYGathering[0][MYLocality],MYGathering[0][MYSamplingMethod],MYGathering[0][MYLocalityDescription],MYGathering[0][MYCollectingEventName],MYGathering[0][MYUnit][0][MYRecordBasis],MYGathering[0][MYUnit][0][MYLifeStage],MYGathering[0][MYUnit][0][MYSex],MYGathering[0][MYUnit][0][MYNotes],MYGathering[0][MYUnit][0][MYCount],MYGathering[0][MYUnit][0][MYMacroscopy],MYGathering[0][MYUnit][0][MYMeasurement][MYBodyMillimeters][0],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxonRank],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxon],MYGathering[0][MYUnit][0][MYIdentification][0][MYAuthor],MYGathering[0][MYUnit][0][MYIdentification][0][MYDet],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeStatus],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeSpecies],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeAuthor],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypifDate],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeVerification],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeBasionymePubl],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypePubl]
utu:ZMUT,1261,2022-07-24T22:05:19+0300,HR.1648,GX.1930,GX.1931,GX.1962,GX.1988,GX.1998,,Ok,K31T1-150826-002,Ok,172/20/BOX2,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K31T1-150826,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",14.08.2015,26.08.2015,"Medium altitude moist evergreen forest, presumably primary forest (in an area of mixed primary and disturbed forest). 

Trap site description:
Forest gap caused by several fallen trees. Large trunks and branches lying about everywhere, and young successional trees racing up towards the light. Trap was partly next to, and partly underneath, a large forked tree branch (Parinari excelsa ca 40cm diameter after the fork) suspended off the ground.

Original trap site description (verbatim as written in Uganda 2014): 
Near K31-17 trap site. More or less primary forest with large trees, though there are also areas with mre K15 style open canopy and tall undergrowth nearby. There is a largeish (20 m diameter?) gap caused by at least one tree falling, and a large Parinari has lost one of its three main trunks snapped off and fallen into the gap. Quite a mix of branches, fallen quite solid trunks, Palisota and Afromamum, tall thin trees ompeting for the new space - surprisingly shaded given the size of the gap. The fallen Parinari trunk branches into two forks and the trap is in between these. The end of a large fallen trunk almost enters the trap. K31 slope with red clay underneath, though hard to see due to lots of leaf litter.",,0.544028,30.350252,Wgs84,Gps,1497.122803,,Uganda,Kabarole district,14.08.2015 10:20 - 26.08.2015 11:47,Fort Portal,Kibale National Park,Malaise,"Site K31, Malaise trap K31T1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,1262,2022-07-24T22:05:19+0300,HR.1648,GX.1930,GX.1931,GX.1964,GX.1988,GX.1998,,Ok,K31T3-150826-002,Ok,172/20/BOX2,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K31T3-150826,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",17.08.2015,26.08.2015,"Medium altitude moist evergreen forest, presumably primary forest (in an area of mixed primary and disturbed forest). 

Trap site description:
Edge of closed canopy forest, swampy ground lining the Dura river. Dense undergrowth in vicinity apparently due to forest disturbance (elephants / natural disturbance?). Trap was partly over an open water pool.

Original trap site description (verbatim as written in Uganda 2014): 
K31 river bank, or more precisely the swampy ground that lines the Dura river. The trap is by the edge between K15 type open canopy forest on one side and the swamp on the other. There is a boggy passage (probably a stream but barely flows except when it rains) running along the edge in the swamp, and at the upstream end this joins a 5m diameter pond/bog with very low vegetation. The trap spans the entrance to this passage from the bog (and may be quite difficult to empty when it rains). The forest near the trap has lots of Palisota, and just four metres or so from the trap there are some freshly fallen branches from a tree.",,0.535964,30.346885,Wgs84,Gps,1448.944702,,Uganda,Kabarole district,17.08.2015 09:30 - 26.08.2015 10:00,Fort Portal,Kibale National Park,Malaise,"Site K31, Malaise trap K31T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,1263,2022-07-24T22:07:31+0300,HR.1648,GX.1930,GX.1931,GX.1954,GX.1985,GX.1998,,Ok,K30ST4-150911-004,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30ST4-150911,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",25.08.2015,11.09.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Swampy forest in a low elevation broad channel, presumably cut by the streams that flow through area. Sand, gravel, rocks and presumably clay underfoot, though covered by vegetation and plant debris near the trap. Trees are mainly Macaranga sp.

Original trap site description (verbatim as written in Uganda 2014): 
Same site as K30ST1, just moved slightly closer to the tree after the elephants uprooted the trap. Now they should have space to pass round the side. The trap is not in top condition (an elephant has stepped on it, what do you expect?) , trap head is buckled and there was a small tear in the roof (trap tail) + the mid cloth had come partly loose along a ca 10 cm length (ground level trap head end). The two latter have been repaired. Original site description: K30S river. Makaranga vegetation including diverse undergrowth, ferns, prunus saplings, and Makaranga trees. Trap spans an observed flight path of insects which we cleared a bit to make it more convenient for the insects. The sandgravel stream part of the river runs about 4 metres from the trap, crossing the flight path.",,0.541369,30.375476,Wgs84,Gps,1420.611938,,Uganda,Kabarole district,25.08.2015 11:15 - 11.09.2015 11:15,Fort Portal,Kibale National Park,Malaise,"Site K30S, Malaise trap K30ST4, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,antenna segments: 34; T1: 2.3,16.5,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,1264,2022-07-24T22:07:31+0300,HR.1648,GX.1930,GX.1931,GX.1954,GX.1985,GX.1998,,Ok,K30ST4-150911-005,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30ST4-150911,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",25.08.2015,11.09.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Swampy forest in a low elevation broad channel, presumably cut by the streams that flow through area. Sand, gravel, rocks and presumably clay underfoot, though covered by vegetation and plant debris near the trap. Trees are mainly Macaranga sp.

Original trap site description (verbatim as written in Uganda 2014): 
Same site as K30ST1, just moved slightly closer to the tree after the elephants uprooted the trap. Now they should have space to pass round the side. The trap is not in top condition (an elephant has stepped on it, what do you expect?) , trap head is buckled and there was a small tear in the roof (trap tail) + the mid cloth had come partly loose along a ca 10 cm length (ground level trap head end). The two latter have been repaired. Original site description: K30S river. Makaranga vegetation including diverse undergrowth, ferns, prunus saplings, and Makaranga trees. Trap spans an observed flight path of insects which we cleared a bit to make it more convenient for the insects. The sandgravel stream part of the river runs about 4 metres from the trap, crossing the flight path.",,0.541369,30.375476,Wgs84,Gps,1420.611938,,Uganda,Kabarole district,25.08.2015 11:15 - 11.09.2015 11:15,Fort Portal,Kibale National Park,Malaise,"Site K30S, Malaise trap K30ST4, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,1265,2022-07-24T22:07:40+0300,HR.1648,GX.1930,GX.1931,GX.1967,GX.1989,GX.1998,,Ok,K15T2-150827-002,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K15T2-150827,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",10.08.2015,27.08.2015,"Medium altitude moist evergreen forest, disturbed forest (40% basal area logged 1968-1969). 

Trap site description:
Shaded forest with understory trees blocking the light. The trap is next to a large fallen tree trunk (Diospyros abyssinica 65cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
By fallen tree, not very far from K15-20, has some Lahorrea(?). Figs on ground. The spot seems very good for a trap: the path comes to the tree and is cut off by it, so flying insects will go straight in to the trap. But walking animals have made a new (narrower) track going round the spot.",,0.584306,30.364402,Wgs84,Gps,1470.584473,,Uganda,Kabarole district,10.08.2015 10:33 - 27.08.2015 11:35,Fort Portal,Kibale National Park,Malaise,"Site K15, Malaise trap K15T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,1266,2022-07-24T22:07:40+0300,HR.1648,GX.1930,GX.1931,GX.1961,GX.1987,GX.1998,,Ok,HILLT2-150716-001,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.HILLT2-150716,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",02.07.2015,16.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Primary forest at higher elevation. Drier than the lower elevation forest. Rocks, gravel and red clay underfoot.

Original trap site description (verbatim as written in Uganda 2014): 
K30 hill top. This and trap HILLT1 were originally going to go by K30S and CC respectively, but those had no hill tops findable. Quite shaded hilltop with the remnants of a very large tree standing nearby, some scattered exposed rocks but the soil has a bit of clay mixed in too. There are several slender fallen trunks (or branches, ca 20 cm diameter fairly solid wood), the trap touches one of these and cuts off a passage of sorts running along it. The previous time we were here several braconids landed on these slender trunks (e.g. A263).",,0.547764,30.361868,Wgs84,Gps,1511.120117,,Uganda,Kabarole district,02.07.2015 11:54 - 16.07.2015 12:17,Fort Portal,Kibale National Park,Malaise,"Site HILL, Malaise trap HILLT2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,1267,2022-07-24T22:07:40+0300,HR.1648,GX.1930,GX.1931,GX.1961,GX.1987,GX.1998,,Ok,HILLT2-150716-002,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.HILLT2-150716,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",02.07.2015,16.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Primary forest at higher elevation. Drier than the lower elevation forest. Rocks, gravel and red clay underfoot.

Original trap site description (verbatim as written in Uganda 2014): 
K30 hill top. This and trap HILLT1 were originally going to go by K30S and CC respectively, but those had no hill tops findable. Quite shaded hilltop with the remnants of a very large tree standing nearby, some scattered exposed rocks but the soil has a bit of clay mixed in too. There are several slender fallen trunks (or branches, ca 20 cm diameter fairly solid wood), the trap touches one of these and cuts off a passage of sorts running along it. The previous time we were here several braconids landed on these slender trunks (e.g. A263).",,0.547764,30.361868,Wgs84,Gps,1511.120117,,Uganda,Kabarole district,02.07.2015 11:54 - 16.07.2015 12:17,Fort Portal,Kibale National Park,Malaise,"Site HILL, Malaise trap HILLT2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,1268,2022-07-24T22:07:40+0300,HR.1648,GX.1930,GX.1931,GX.1961,GX.1987,GX.1998,,Ok,HILLT2-150716-003,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.HILLT2-150716,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",02.07.2015,16.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Primary forest at higher elevation. Drier than the lower elevation forest. Rocks, gravel and red clay underfoot.

Original trap site description (verbatim as written in Uganda 2014): 
K30 hill top. This and trap HILLT1 were originally going to go by K30S and CC respectively, but those had no hill tops findable. Quite shaded hilltop with the remnants of a very large tree standing nearby, some scattered exposed rocks but the soil has a bit of clay mixed in too. There are several slender fallen trunks (or branches, ca 20 cm diameter fairly solid wood), the trap touches one of these and cuts off a passage of sorts running along it. The previous time we were here several braconids landed on these slender trunks (e.g. A263).",,0.547764,30.361868,Wgs84,Gps,1511.120117,,Uganda,Kabarole district,02.07.2015 11:54 - 16.07.2015 12:17,Fort Portal,Kibale National Park,Malaise,"Site HILL, Malaise trap HILLT2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,1269,2022-07-24T22:07:31+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,CCT1-150421-001,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150421,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",07.04.2015,21.04.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,07.04.2015 09:30 - 21.04.2015 09:30,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,1270,2022-07-24T22:05:19+0300,HR.1648,GX.1930,GX.1931,GX.1951,GX.1984,GX.1998,,Ok,K30T2-150909-001,Ok,172/20/BOX2,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T2-150909,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",26.08.2015,09.09.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest. Trap was next to a large tree (Aningeria altissima 285cm diameter, not Parinari as originally identified).

Original trap site description (verbatim as written in Uganda 2014): 
Near K30-14, on slope. There is a trail (of sorts, now probably unused) which passes next to a very large Parinari tree - the trap is on this trail next to the tree so anything flying along this passage will have the trap ahead, the tree to one side and some foliage / undergrowth to the other. Also a Strambosi (?) tree nearby.",,0.556624,30.363305,Wgs84,Gps,1487.849976,,Uganda,Kabarole district,26.08.2015 12:00 - 09.09.2015 09:20,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,1271,2022-07-24T22:07:31+0300,HR.1648,GX.1930,GX.1931,GX.1951,GX.1984,GX.1998,,Ok,K30T2-150909-002,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T2-150909,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",26.08.2015,09.09.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest. Trap was next to a large tree (Aningeria altissima 285cm diameter, not Parinari as originally identified).

Original trap site description (verbatim as written in Uganda 2014): 
Near K30-14, on slope. There is a trail (of sorts, now probably unused) which passes next to a very large Parinari tree - the trap is on this trail next to the tree so anything flying along this passage will have the trap ahead, the tree to one side and some foliage / undergrowth to the other. Also a Strambosi (?) tree nearby.",,0.556624,30.363305,Wgs84,Gps,1487.849976,,Uganda,Kabarole district,26.08.2015 12:00 - 09.09.2015 09:20,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,1272,2022-07-24T22:07:40+0300,HR.1648,GX.1930,GX.1931,GX.1951,GX.1984,GX.1998,,Ok,K30T2-150909-003,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T2-150909,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",26.08.2015,09.09.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest. Trap was next to a large tree (Aningeria altissima 285cm diameter, not Parinari as originally identified).

Original trap site description (verbatim as written in Uganda 2014): 
Near K30-14, on slope. There is a trail (of sorts, now probably unused) which passes next to a very large Parinari tree - the trap is on this trail next to the tree so anything flying along this passage will have the trap ahead, the tree to one side and some foliage / undergrowth to the other. Also a Strambosi (?) tree nearby.",,0.556624,30.363305,Wgs84,Gps,1487.849976,,Uganda,Kabarole district,26.08.2015 12:00 - 09.09.2015 09:20,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,1273,2022-07-24T22:04:48+0300,HR.1648,GX.1930,GX.1931,GX.1951,GX.1984,GX.1998,,Ok,K30T2-150909-004,Ok,172/20/BOX1,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T2-150909,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",26.08.2015,09.09.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest. Trap was next to a large tree (Aningeria altissima 285cm diameter, not Parinari as originally identified).

Original trap site description (verbatim as written in Uganda 2014): 
Near K30-14, on slope. There is a trail (of sorts, now probably unused) which passes next to a very large Parinari tree - the trap is on this trail next to the tree so anything flying along this passage will have the trap ahead, the tree to one side and some foliage / undergrowth to the other. Also a Strambosi (?) tree nearby.",,0.556624,30.363305,Wgs84,Gps,1487.849976,,Uganda,Kabarole district,26.08.2015 12:00 - 09.09.2015 09:20,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,antenna segments: 28; T1: 1.3,10.7,species,Epirhyssa tombeaodiba,"Rousse & van Noort, 2014","Hopkins, Tapani",,,,,,,
utu:ZMUT,1280,2022-07-24T22:05:19+0300,HR.1648,GX.1930,GX.1931,GX.1963,GX.1988,GX.1998,,Ok,K31T2-150423-002,Ok,172/20/BOX2,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K31T2-150423,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",09.04.2015,23.04.2015,"Medium altitude moist evergreen forest, presumably primary forest (in an area of mixed primary and disturbed forest). 

Trap site description:
Closed canopy swamp with several streams. Trap was next to a palm tree (Phoenix reclinata?)

Original trap site description (verbatim as written in Uganda 2014): 
Makaranga swamp with palms and other dinosaur forest reminiscent plants (almost the only place in the whole of Kibale that i've seen palms). Also Palisota. The trap spans a path made by elephants, that runs past a clump of mixed palm fronds and Makaranga. Semi-shaded.",,0.542691,30.348186,Wgs84,Gps,1455.981323,,Uganda,Kabarole district,09.04.2015 10:00 - 23.04.2015 10:41,Fort Portal,Kibale National Park,Malaise,"Site K31, Malaise trap K31T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,antenna segments: 40; T1: 2,25.1,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,1282,2022-07-24T22:07:31+0300,HR.1648,GX.1930,GX.1931,GX.1952,GX.1984,GX.1998,,Ok,K30T3-150421-001,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T3-150421,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",07.04.2015,21.04.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest, higher elevation and subsequently drier. 

Original trap site description (verbatim as written in Uganda 2014): 
At top of hill, or just below the top where a 1 metre ledge forms a natural passage. Red mud seems to have shifted to a slightly more 'soily' texture + rocks. Nearby vegetation includes a very painfully stinging climber. Not very close to old trap sites.",,0.559002,30.36168,Wgs84,Gps,1544.696533,,Uganda,Kabarole district,07.04.2015 11:30 - 21.04.2015 11:30,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,1333,2022-07-24T22:04:48+0300,HR.1648,GX.1930,GX.1931,GX.1966,GX.1989,GX.1998,,Ok,K15T1-150504-001,Ok,172/20/BOX1,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K15T1-150504,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",20.04.2015,04.05.2015,"Medium altitude moist evergreen forest, disturbed forest (40% basal area logged 1968-1969). 

Trap site description:
Shaded forest sloping mildly towards a swamp. The trap is in a patch where understory Lahorrea (Lahorrea sp.) give extra shade.

Original trap site description (verbatim as written in Uganda 2014): 
In Lahorrea (?) near K15-20. Photo taken. The ground slopes a bit under the trap.",,0.584955,30.364055,Wgs84,Gps,1488.282959,,Uganda,Kabarole district,20.04.2015 11:00 - 04.05.2015 10:57,Fort Portal,Kibale National Park,Malaise,"Site K15, Malaise trap K15T1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,antenna segments: 29; T1: 1.3,10.7,species,Epirhyssa tombeaodiba,"Rousse & van Noort, 2014","Hopkins, Tapani",,,,,,,
utu:ZMUT,1334,2022-07-24T22:07:40+0300,HR.1648,GX.1930,GX.1931,GX.1962,GX.1988,GX.1998,,Ok,K31T1-150509-001,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K31T1-150509,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",23.04.2015,09.05.2015,"Medium altitude moist evergreen forest, presumably primary forest (in an area of mixed primary and disturbed forest). 

Trap site description:
Forest gap caused by several fallen trees. Large trunks and branches lying about everywhere, and young successional trees racing up towards the light. Trap was partly next to, and partly underneath, a large forked tree branch (Parinari excelsa ca 40cm diameter after the fork) suspended off the ground.

Original trap site description (verbatim as written in Uganda 2014): 
Near K31-17 trap site. More or less primary forest with large trees, though there are also areas with mre K15 style open canopy and tall undergrowth nearby. There is a largeish (20 m diameter?) gap caused by at least one tree falling, and a large Parinari has lost one of its three main trunks snapped off and fallen into the gap. Quite a mix of branches, fallen quite solid trunks, Palisota and Afromamum, tall thin trees ompeting for the new space - surprisingly shaded given the size of the gap. The fallen Parinari trunk branches into two forks and the trap is in between these. The end of a large fallen trunk almost enters the trap. K31 slope with red clay underneath, though hard to see due to lots of leaf litter.",,0.544028,30.350252,Wgs84,Gps,1497.122803,,Uganda,Kabarole district,23.04.2015 10:32 - 09.05.2015 10:00,Fort Portal,Kibale National Park,Malaise,"Site K31, Malaise trap K31T1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,1335,2022-07-24T22:07:31+0300,HR.1648,GX.1930,GX.1931,GX.1972,GX.1990,GX.1998,,Ok,K13T3-150810-001,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K13T3-150810,Pinned,,english,Left middle leg placed in tube with 80% ethanol and frozen,"Hopkins, Tapani",27.07.2015,10.08.2015,"Medium altitude moist evergreen forest, disturbed forest (50% basal area logged 1968-1969 and arboricides sprayed). 

Trap site description:
Disturbed forest with dense but low stature vegetation. The trap is in a clearer area in the shade of a tree (Olea capensis 140.5cm diameter)

Original trap site description (verbatim as written in Uganda 2014): 
Trap near K13-03. Clearer vegetation under an Olea tree which gives shade. Not as much undergrowth around the tree as in the surroundings. The trap is ca 2 metres from tree, between two smaller trees. There is a rotting stump near the Olea tree.",,0.592748,30.361554,Wgs84,Gps,1491.765869,,Uganda,Kabarole district,27.07.2015 09:12 - 10.08.2015 09:31,Fort Portal,Kibale National Park,Malaise,"Site K13, Malaise trap K13T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
